duckats_value,category,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,answer_text
50,Meat,Culatello is a type of,Cheese,Ham,Pasta,Wine,B,"Culatello is a lean, cured and aged Italian ham. "
50,Meat,Who developed the flat-iron steak?,A Railroad Company,A University Research Team,A Us Army General,The Ritz Hotel In New York,B,"Teams from the universities of Nebraska and Florida, using a previously waste cut of beef from the shoulder, developed a method for cutting and presenting the steak, which looks like an old-fashioned flat metal iron. "
50,Meat,Foie gras comes from,Chickens,Geese,Pheasants,Turkeys,B,"Foie gras is made from the liver of a goose or duck that has been force fed, a practise that dates back to the ancient Romans. The European Union as well as the city of Chicago have passed laws against force feeding geese."
50,Meat,Galantine refers to preparations made with,Fish,Pork,Poultry,Vegetables,C,"A galantine is a mixture of lean ground meat and a forcemeat of eggs, spices and other ingredients pressed into a cylindrical shape. It is cooked in stock and served cold as an entree."
50,Meat,Jamon is a Spanish word for,Cut Of Ham,French Roasting Pot,Gooey Frosting Used On Pastries,Young Turkey,A,Jamon also refers to a cut of bacon. 
50,Meat,"Seasoned beef that is dry-cured, smoked and cooked is called",Carpaccio,Mortadella,Pastrami,Prosciutto,C,
50,Meat,Squab is a type of ,Asian Fruit,Bird,Saltwater Fish,Clam,B,"A squab is a domesticated pigeon that has never flown and, therefore, has very tender meat. "
50,Meat,Wagyu refers to,Beef,Noodles,Radish,Tuna,A,Japanese Wagyu cattle are genetically predisposed to produce highly marbled meat that is extremely tender and flavorful. 
50,Meat,Westphalian ham is a cured and smoked ham produced from pigs raised on which of the following?,Acorns,Chestnuts,Corn,Sweet Potatoes,A,"This excellent German ham is dense, dark brown and among the best in the world. "
30,Misc,"True or false? In Japanese cuisine, the term ""agemono"" refers to deep frying.  ",TRUE,FALSE,,,A,Tempura (deep-fried vegetables or seafood) is the best-known dish cooked using the agemono method. 
30,Misc,True or false? Bird's nest soup is made from noodles that resemble a bird's nest.  ,TRUE,FALSE,,,B,"Bird's nest soup is made from the nests of cave swifts in southeast Asia. The nests have been used in Chinese cooking for over 400 years. They are difficult to obtain and process, and are among the most expensive animal products consumed by humans. "
30,Misc,True or false? An egg that sinks when placed in water is fresh.  ,TRUE,FALSE,,,B,"The gases in eggs increase over time, causing them to become more buoyant as they age. "
30,Misc,True or false? Honey contains no cholesterol.  ,TRUE,FALSE,,,A,It also contains no fat or fiber but it is high in carbohydrates. 
30,Misc,True or false? Honey is believed to be the only food that does not spoil.  ,TRUE,FALSE,,,A,Honey found in ancient Egyptian tombs has been tasted and found edible. 
40,Misc,In the United States dairy products comprise what percentage of all food consumed?,29 Per Cent,35 Per Cent,42 Per Cent,,A,
40,Misc,Which of the following foods was Eleanor Roosevelt reputed to have eaten every morning?,Chocolate-Covered Garlic,Headcheese,Rhubarb And Honey,,A,Her doctor reputedly told her that it would improve her memory. 
40,Misc,"In the Michelin system for judging restaurants, the highest rating is",Three Stars,Four Stars,Five Stars,,A,
40,Misc,"According to the 2008 Michelin Guide, what city has the most restaurants?",New York,Paris,Tokyo,,C,"Paris had 20,000 and New York 23,000. "
40,Misc,Which of the following foods is NOT a good source of Vitamin D?,Eggs,Oranges,Sardines,,B,
50,Misc,Canned food was first produced because of the encouragement of,Thomas Jefferson,Napoleon Bonaparte,Lord Nelson,Czar Nicholas Ii Of Russia,B,"During the Napoleonic wars, Napoleon offered a prize to whoever could invent a method of preventing food from spoiling. The winner, Nicolas Appert, used jars that were packed with food and sealed, then boiled to prevent spoilage."
50,Misc,"For every dollar spent in the US on produce at the supermarket, how much goes to the farmer who produced the food?",5 Cents,10 Cents,15 Cents,20 Cents,A,
50,Misc.,"What does the Japanese word ""kanpai"" refer to?",A Toast (As In What One Says Before Taking A Drink),A Strongly Flavored Rice Liqueur,The Headgear Worn By Chefs,Saki Bar,A,
30,Nuts,True or false? The Brazil nut is the toughest of all nuts to crack.  ,TRUE,FALSE,,,B,"The black walnut has the hardest shell. In addition, it is covered by a thick husk that exudes a dark, staining, strong-smelling juice that can be extremely difficult to remove from clothing and hands."
30,Nuts,True or false? Peanuts are cholesterol free.   ,TRUE,FALSE,,,A,
30,Nuts,True or false? The pecan is native to the US.   ,TRUE,FALSE,,,A,The pecan is a member of the hickory family. 
40,Nuts,Which of the following nuts contains the most fiber?,Almonds,Pistachios,Walnuts,,A,Almonds also contain more calcium than any other nut. 
40,Nuts,Almonds do NOT contain which of the following?,Fat,Protein,Starch,,C,
40,Nuts,Cobnuts is another name for,Hazelnuts,Peanuts,Walnuts,,A,Hazelnuts are also known as filberts. They are so named because they ripen about the time of St. Philibert's Day (August 20). 
40,Nuts,The macadamia nut is native to which of the following?,Australia,Hawaii,Turkey ,,A,"Also known as a Queensland nut, the macadamia is used in curries and stews in Asia. It is now cultivated extensively in Hawaii and California."
40,Nuts,Which is NOT a true nut?,Peanut,Macadamia,Walnut,,A,The peanut is an underground legume (also called a groundnut or a goober). 
40,Nuts,"Runner, Spanish and Virginia are all names of varieties of ",Beans,Peanuts,Squash,,B,
40,Nuts,China is the world's leading peanut producer. The second is,India,Indonesia,The Usa,,A,The USA is third. 
40,Nuts,Which nut has the highest fat content?,Pecan,Pistachio,Walnut?,,A,Pecans are over 70 per cent fat; walnuts 65 per cent; pistachios between 50 and 55 per cent. 
50,Nuts,The cashew is native to which country?,Brazil,India,Mexico,Madagascar,A,Cashews were introduced to other tropical countries in the 16th century. 
50,Nuts,Cashew nuts hang from fleshy fruitlike peduncles that are sometimes referred to as,Apples,Bananas,Melons,Pears,A,
50,Nuts,"In its natural state, which nut contains a potent skin irritant that must be roasted in order to remove it and make the nut safe to eat?",Brazil Nuts,Cashews,Hazelnuts,Macadamia,B,
50,Nuts,Goobers are also known as,Jelly Beans,Peanuts,Tiny Shrimp,Unpopped Popcorn,B,"Other names include pindars, ground nuts, monkey nuts, grass nuts, earth nuts and goober peas. "
30,Oils,True or false? Balsamic vinegar is made from wine.  ,TRUE,FALSE,,,B,Balsamic vinegar is made from grape pressings that have never fermented into wine. 
30,Oils,True or false? Balsamic vinegar is always aged in oak casks. ,TRUE,FALSE,,,B,"Chestnut, cherrywood, ash, mulberry and juniper kegs are also used, and each adds a distinctive character to the vinegar. "
30,Oils,"True or false? Grapeseed oil has a relatively low smoke point, which means that it burns at a lower temperature than other oils.  ",TRUE,FALSE,,,B,"Grapeseed oil has a high smoke point and is, therefore, ideal for sautéeing. "
30,Oils,True or false? Olive oil should be stored in the refrigerator. ,TRUE,FALSE,,,B,"The best way to store olive oil is to cap it tightly and store it in a cool, dark place. If stored properly olive oil can last a couple of years, although after being stored for one year, the oil should be used only for cooking."
30,Oils,True or false? Omega-3 oils are found only in fish.  ,TRUE,FALSE,,,B,"Although Omega-3 oils are found in the tissues of all sea creatures, particularly in high-fat fish, this highly beneficial oil is also found in flax seed and walnut oil. "
30,Oils,True or false? Palm oil contains transfats.   ,TRUE,FALSE,,,B,"Palm oil does not contain transfats but it does contain saturated fat. However, it is also rich in antioxidants and vitamins."
30,Oils,True or false? All vegetable oils are low in cholesterol and contain virtually no saturated fatty acids.   ,TRUE,FALSE,,,B,Palm and coconut oils contain almost equal amounts of saturated fatty acids and animal fats. 
30,Oils,"True or false? Corn, olive and sunflower oils contain unsaturated fatty acids.  ",TRUE,FALSE,,,A,
40,Oils,Balsamic vinegar is made from which of the following grapes?,Muscat,Pinot Grigio,Trebbiano,,C,"Balsamic vinegar is aged in barrels the same way wine is. The older the vinegar, the more intense the taste and the higher the price."
40,Oils,Which Italian city is associated with balsamic vinegar?,Florence,Modena,Turin,,B,Balsamic vinegar has been made in Modena since the Middle Ages. 
40,Oils,What percentage of the world's olive oil is produced in Spain?,35 Per Cent,50 Per Cent,75 Per Cent,,C,
40,Oils,Which of the following oils contains saturated fats?,Canola,Coconut,Olive,,B,"It is rare for a non-animal product to contain saturated fat. Nevertheless, the coconut has been the primary source of fat in the diets of millions of people in the tropical world for generations."
50,Oils,Which of the following oils has the highest smoke point (the temperature at which oil burns)?,Avocado Oil,Coconut Oil,Grapeseed Oil,Sesame Oil,A,The smoke point of avocado oil is 520°F (271°C). 
50,Oils,Which of the following attributes part of its name to Canada?,Canapé,Can,Canola,Cantaloupe,C,"Can for Canada and ""ola"" for oil low acid. Rapeseed oil was used as industrial oil for hundreds of years."
50,Oils,Which of the following oils is high in saturated fat?,Canola,Corn,Palm,Peanut,C,"Palm oil contains saturated fat and is semi-solid at room temperature. However, it also contains a high amount of beta-carotene, antioxidants and vitamin E."
50,Oils,Which of the following makes up over 50 per cent of the world's oil and fat exports?,Palm,Canola (Rapeseed),Soybean,Sunflower,A,Soybean accounts for only 19 per cent. 
30,Pasta,"True or false? In northern Italy, the preference is for pasta made with added egg.  ",TRUE,FALSE,,,A,Egg pasta originated in Emilia. The added egg strengthens the dough.
30,Pasta,True or false? The semolina that is used to make pasta is made from  finely ground durum wheat. ,TRUE,FALSE,,,A,Semolina is a food obtained by grinding cereal. Polenta is made from corn semolina. Pasta is made from hard durum wheat semolina. 
30,Pasta,True or false? Japanese soba noodles are made from rice.  ,TRUE,FALSE,,,B,Soba noodles are made from buckwheat and are traditionally used in soups. 
30,Pasta,True or false? Spaghetti is thicker than spaghettini.   ,TRUE,FALSE,,,A,
40,Pasta,"Calzone is a stuffed pizza. What does the word ""calzone"" mean in Italian?",A Lady'S Purse,Shopping Bag,Trouser Leg,,C,"But be careful—in Central and South America ""calzones"" are girls' underpants. "
40,Pasta,Cappelletti pasta are similar in shape to what other pasta?,Penne,Ravioli,Rotini,,B,"The word ""cappelletti"" means ""little hats"" in Italian. "
40,Pasta,Which of the following pastas is shaped like a bowtie?,Ditalini,Farfalle,Mostaccioli,,B,
40,Pasta,Which of the following English translations of Italian words is incorrect?,Capelli: Hair,Linguine: Little Tongues,Ravioli: Little Pillows,,C,"This word means ""little turnips"" in Italian. "
50,Pasta,Orzo means which of the following in Italian?,Barley,Nut,Rice,Wheat,A,"In North America, orzo is commonly understood as a rice-shaped pasta. "
30,Processed_Foods,True or false? Peanut butter was originally created as a thickening agent.  ,TRUE,FALSE,,,B,Peanut butter was invented in 1890 by Dr. John Kellogg (who also invented cornflakes) as a healthy protein substitute for meat.
30,Processed_Foods,"True or false? Tabasco sauce was named after Miguel Tabasco, who first blended it in the early 1900s in Mexico.  ",TRUE,FALSE,,,B,Tabasco sauce is named for the state of Tabasco in southern Mexico. 
40,Processed_Foods,"Self-rising flour is a blend of all-purpose flour, salt and which of the following?",Baking Powder,Baking Soda,Yeast,,A,
50,Processed_Foods,Gnocchi is a kind of,Brandy,Dessert,Pasta,Salami,C,"Gnocchi are small dumplings, usually made of flour, semolina or potato. They are boiled and served with sauce or baked. Gnocchi means ""lumps"" in Italian. "
30,Recipes,True or false? Plums are associated with the term à la Montmorency.  ,TRUE,FALSE,,,B,Dishes prepared à la Montmorency include cherries. 
30,Recipes,True or false? Aïoli is a tomato-based preparation.  ,TRUE,FALSE,,,B,"Aïoli is a garlic mayonnaise from Provence, in southern France. "
30,Recipes,True or false? Blinis are made from corn. ,TRUE,FALSE,,,B,"Blinis are usually made from buckwheat. In Russia, blinis are traditionally served warm with caviar and salmon."
30,Recipes,"True or false? A caroline is a sweet, cream-filled dessert.  ",TRUE,FALSE,,,B,A caroline is a savory éclair made of choux pastry filled with cold liver mousse or hot purée of salmon. 
30,Recipes,True or false? Carpaccio is beef poached in red wine.  ,TRUE,FALSE,,,B,"Carpaccio is thin slices of raw beef, often served with lemon juice, mayonnaise, capers and onions. "
30,Recipes,"True or false? Chicken à la king is made with onions, peas and carrots. ",TRUE,FALSE,,,B,"This dish is usually made with mushrooms, green peppers, pimentos, cream and, occasionally, sherry. "
30,Recipes,"True or false? Cooked potatoes that have been puréed, combined with butter and egg yolks then baked are called Princess potatoes.  ",TRUE,FALSE,,,B,The name for this dish is Duchess potatoes. 
30,Recipes,True or false? Escabèche is made with fish. ,TRUE,FALSE,,,A,"The fish is sautéed or fried, then marinated and refrigerated. Escabèche is usually served cold, as an appetizer."
30,Recipes,True or false? A flamiche is a leek and cheese tart.  ,TRUE,FALSE,,,A,"Flamiche, which comes from northern France and Flanders, can also contain onions. Flamiche is a Flemish word for ""cake."
30,Recipes,True or false? A fricassee is a deep-fried dish of chicken or other meat. ,TRUE,FALSE,,,B,A fricassee is a dish of meat that is sautéed in butter then stewed with vegetables and sometimes wine. 
30,Recipes,"True or false? The Spanish word for beans is ""frijoles.""",TRUE,FALSE,,,A,
30,Recipes,True or false? Futomaki is a kind of saki.  ,TRUE,FALSE,,,B,"Futomaki is a thick sushi roll of veggies, fish and tofu wrapped in rice and seaweed. "
30,Recipes,True or false? Flounder is used in gefilte fish.  ,TRUE,FALSE,,,B,"Carp is used in this Jewish dish. The fish is ground and mixed with eggs, matzo meal and seasonings, formed into patties or balls, and cooked in stock."
30,Recipes,True or false? Goulash is a dish noted for its use of garlic. ,TRUE,FALSE,,,B,This Hungarian dish is especially noted for its use of paprika. 
30,Recipes,True or false? Calves' stomaches are used as the casing for the Scottish specialty haggis.  ,TRUE,FALSE,,,B,"Haggis is usually made with the lining of a sheep's stomach, which is filled with the animal's organs, oatmeal, onions and seasonings, then simmered in water for several hours. "
30,Recipes,True or false? Corn flour is the principal ingredient of the Jewish dish latkes.  ,TRUE,FALSE,,,B,"Latkes are made from grated potato mixed with egg, onion and seasonings, and fried in the form of a pancake. "
30,Recipes,True or false? Osso buco is an Italian dish made with veal.   ,TRUE,FALSE,,,A,"Osso buco consists of a veal shank, cut across the bone into one-inch slices that are browned and braised in white wine and aromatics. Its name literally means ""bone with a hole."
30,Recipes,True or false? Piccata is an Italian dish of spiced ham.   ,TRUE,FALSE,,,B,"Piccata is veal scallops, fried in butter and glazed with Marsala wine and lemon juice. "
30,Recipes,True or false? The Basque specialty known as pipérade usually contains rabbit.   ,TRUE,FALSE,,,B,"Other than onions, green peppers and tomatoes, typical ingredients are egg, garlic or ham. "
30,Recipes,True or false? Welsh rarebit is made with beef.   ,TRUE,FALSE,,,B,Welsh rarebit (or rabbit) is a slice of toast covered with Cheddar cheese melted in beer. It contains neither beef nor rabbit.
40,Recipes,À la Marengo refers to veal or chicken prepared with which of the following?,Bacon,Cream And Saffron,Olive Oil And Garlic,,C,"To prepare a dish à la Marengo, the cook first sautés meat, then braises it with tomatoes, onions, garlic and white wine. "
40,Recipes,What ingredient is a must in dishes prepared à la périgourdine?,Brandy,Saffron,Truffles,,C,
40,Recipes,A cornmeal and whole wheat dumpling popular in Ghana and used in stews is called,Abaloo,Agidi,Akebia,,A,Akebia is an Asian fruit; agidi is a Nigerian porridge made with corn starch. 
40,Recipes,Bourride is a classic fish soup from Provence. Which of the following is a key ingredient?,Aïoli,Mustard,Shallots,,A,Aïoli is a garlic mayonnaise that also thickens the soup. 
40,Recipes,Bubble and squeak is an English dish of potato and which of the following?,Bacon,Cabbage,Sausage,,B,The name is said to come from the sounds the potato–cabbage mixture makes as it cooks. 
40,Recipes,Cassoulet is a dish from,Belgium,Canada,France,,C,
40,Recipes,What is ceviche (sometimes spelled seviche)?,A Poached Shrimp Dish,Grilled Beef Kebabs,Marinated Raw Fish,,C,"Ceviche consists of fresh fish or shellfish marinated in lemon or lime juice, herbs and aromatic vegetables. "
40,Recipes,Which of the following vegetables is used in dishes à la Crécy?,Carrots,Celery,Watercress,,A,Crécy is an area in France that produces fine carrots. 
40,Recipes,A croque-monsieur is a,Chef'S Hat,French Short Order Cook,Ham And Cheese Sandwich,,C,"Croque-monsieur is dipped in beaten egg and sautéed in butter, sometimes on a special grilling iron. Gruyère is the traditional cheese used in a croque-monsieur."
40,Recipes,"To make custard, a cook blends sugar, milk and what other ingredient?",Butter,Egg Yolks,Flour,,B,Making custard requires gentle heat and slow cooking to prevent curdling. 
40,Recipes,Which of the following could be used in making the Indian dish dal?,Coconut,Lentils,Rice,,B,"A variety of pulses, such as lentils, beans, peas or chickpeas, can be used to make this thick and spicy dish. "
40,Recipes,"In French cuisine, what is a daube?",Beef Dish,Dessert,Soup,,A,"A daube is made with red wine, vegetables and seasonings, and is braised for several hours. "
40,Recipes,Feijoada is a Brazilian,Meat Kebab,Pastry,Stew,,C,This spicy dish is made with beef and includes red or black beans. It is usually served with rice and green cabbage.
40,Recipes,Which of the following is the essential ingredient of jambalaya?,Lamb,Turnips,Rice,,C,"Other ingredients can include tomatoes, onions, green peppers, and almost any kind of meat, poultry or seafood. "
40,Recipes,Kimchi is a spicy Korean dish usually made with,Beans,Chinese Cabbage,Seaweed,,B,"Various seasonings are added to this fermented dish, which is always present at Korean tables. "
40,Recipes,"Fish that has been seasoned, lightly floured, sautéed in butter and served with lemon-flavored butter is prepared in what style?",Chasseur,Meunière,Normande,,B,"This type of preparation can be used with any kind of fish. The dish is always lightly floured, and this provides the name of the dish—""meunière"" is French for ""a female miller."
40,Recipes,Which meat is used in moo shu (or moo shoo) dishes?,Beef,Chicken,Pork,,C,Scallions and eggs are also often included in this Northern Chinese dish. 
40,Recipes,What meat is usually used in mulligatawny?,Beef,Chicken,Lamb,,B,"Originally from India, this highly seasoned spicy soup was adopted by the British and is particularly popular in Australia. "
40,Recipes,The famous Quebec dish poutine does NOT usually include,Cheese,Gravy,Tomatoes,,C,Poutine consists of french fries topped with cheese curds covered in brown gravy. 
40,Recipes,A quenelle is a,Dumpling,Shortbread,Small Game Bird,,A,"A quenelle is made of ground or minced fish, chicken or veal mixed with heavy cream and eggs. It is moulded into a small sausage and poached in water or stock."
40,Recipes,What are rollmops made with?,Herring,Sardines,Sole,,A,"Rollmops are pickled herring fillets rolled around a pickled onion or gherkin. The name comes from the German word ""rollen,"" which means ""to roll,"" and ""Mops,"" which refers to a pug dog."
40,Recipes,Saltimbocca is an Italian dish whose name literally means,Dances On The Tongue,Fresh Catch Of The Sea,Leap Into The Mouth,,C,
40,Recipes,The Indian snack samosa always contains,Meat,Potatoes,Rice,,B,"This fried stuffed pastry is usually vegetarian, but it can also be stuffed with meat such as ground lamb. "
40,Recipes,Which of the following is an ingredient of Scotch broth?,Barley,Oats,Rice,,A,Scotch broth also includes lamb or mutton and various vegetables. 
40,Recipes,What is shashlik?,Hot Pepper Condiment,Kebab,Lamb Stew,,B,"Shashlik (sometimes spelled shashlyk), a Russian dish that originated in Georgia, consists of cubes of marinated and grilled meat and vegetables. "
40,Recipes,"What is socca, a local specialty of southeastern France, especially Nice?",An Anise-Based Cocktail,Chickpea Flour,Fish Pie,,B,"Socca is made into a thick porridge, which can be cooked au gratin, used in a tart, or sliced and fried in olive oil and served with sugar. "
40,Recipes,"Which of the following is a baked dish of spaghetti, chicken and a sherry-parmesan cream sauce, topped with parmesan and bread crumbs",Marengo,Taleggio,Tetrazzini,,C,Turkey is sometimes substituted for chicken in this dish. 
40,Recipes,Veal piccata is a classic Italian dish made with,Cream,Lemon,Raisins,,B,"The veal escalope is sautéed and served with a sauce of pan drippings, lemon juice and parsley. "
50,Recipes,À la Clamart refers to dishes garnished with which of the following?,Beets,Carrots,Peas,Asparagus,C,"Clamart is a district near the Seine River, in France, that used to be famous for its pea crops. "
50,Recipes,What is achar?,Chili Pepper,Poached Fish Preparation,Spiced Pickle,Spice Mixture,C,Achar is popular throughout the East and West Indies. Some achars are spicy; some mild and sweet.
50,Recipes,Blinis are a dish from,Germany,Hungary,Poland,Russia,D,Blinis are small pancakes served with sour cream and caviar. 
50,Recipes,What is burek?,Fried Fish,Stuffed Pastry,Lamb Kebab,Pistachio And Honey Confection,B,"Burek is popular in Arab countries and in countries around the Mediterranean. It consists of filo pastry filled with cheese, meat or vegetables. It is baked or fried. "
50,Recipes,Which of the following is NOT a traditional ingredient in Caesar salad dressing?,Anchovies,Cream,Garlic,Olive Oil,B,
50,Recipes,What is the main ingredient in chicken Kiev (other than the chicken)?,Butter,Cheese,Ham,Spinach,A,"Chicken Kiev is a chicken breast containing herbed chilled butter dipped in egg and breadcrumbs, then fried. "
50,Recipes,Confit is a preparation usually made with which of the following?,Duck,Pork,Rabbit,Salmon,A,The duck is cooked and preserved in its own fat. 
50,Recipes,Which of the following vegetables is used in Du Barry preparations?,Carrot,Cauliflower,Endive,White Asparagus,B,"Du Barry refers to several dishes that contain cauliflower. These dishes were dedicated to the Comtesse du Barry, the favorite of the French King Louis XV."
50,Recipes,Duxelles is a cooked mixture of finely chopped shallots and which of the following?,Carrots,Celery,Green Peppers,Mushrooms,D,"The ingredients are cooked in butter, and the preparation is used as a garnish or to flavor sauces and soups. "
50,Recipes,Falafel is made with which of the following?,Chickpeas,Eggplant,Lamb,Pistachios,A,"Falafel consists of deep fried balls of spiced ground chickpeas, served in a pita bread with a yogurt or tahini-based sauce. "
50,Recipes,"The term ""Florentine"" indicates the use of which vegetable?",Arugula,Broccoli,Onions,Spinach,D,Florentine dishes also usually contain eggs or fish and Mornay sauce. 
50,Recipes,What country is gado gado from?,Hawaii,Indonesia,The Philippines,Sri Lanka,B,Gado gado is a vegetable concoction that is served with a spicy peanut sauce. 
50,Recipes,"In French, a grenouille is",A Small Wild Bird,Calf'S Brain,Chicken Gizzards,A Frog,D,
50,Recipes,Which of the following is the main ingredient in guacamole?,Avocado,Eggplant,Garlic,Green Pepper,A,"Guacamole consists of avocadoes mixed with lemon or lime juice, red pepper, chopped tomato, green onion, cilantro and sometimes chili powder. "
50,Recipes,What kind of meat is used in hasenpfeffer?,Beef,Pork,Rabbit,Veal,C,Hasenpfeffer is usually served with sour cream and noodles or dumplings. 
50,Recipes,Kimchi is a dish from,Korea,Indonesia,Japan,Thailand,A,"Kimchee is served with every meal in Korea. There are many varieties of kimchee but the most common North American version consists of fermented cabbage, garlic, sugar and spices."
50,Recipes,Thermidor is a name associated with,Crab,Lobster,Shrimp,Scallops,B,"Lobster Thermidor is a mixture of cheese, lobster meat, egg yolks, and brandy or sherry, stuffed into a lobster shell and browned. It was created in 1894 at Marie's, a Paris restaurant, in honor of the opening of the play Thermidor."
50,Recipes,In what country would you find masa harina?,India,Indonesia,Madagascar,Mexico,D,"Masa harina is the dough (""masa"") that is used to make corn tortillas. ""Harina"" is the Spanish word for ""flour."
50,Recipes,Moussaka is a Greek dish traditionally made with lamb and,Avocado,Beans,Eggplant,Olives,C,"This layered casserole also contains béchamel sauce, cheese, tomatoes and onions. "
50,Recipes,Muffuletta is the name of a type of,Olive Salad,Salami,Sandwich,Tomato,C,"A muffuletta consists of crusty Italian bread filled with Italian cold cuts, cheese, olives, red bell pepper and a garlic mixture. "
50,Recipes,"A salad of tomatoes, hard-cooked egg, radish, olives, tuna, potatoes, green beans and sometimes anchovies is called",Chef,Cobb,Niçoise,Waldorf,C,Salade Niçoise is a specialty of the Côte D'Azur region of France; it originated in and is named for the city of Nice. 
50,Recipes,Potatoes O'Brien is an Irish dish prepared with onions and,Cheese,Cream,Peppers,Tomatoes,C,The potatoes and pepper are fried together in butter and served hot. 
50,Recipes,Panna cotta is an Italian,Cooking Utensil,Dessert,Fried Cheese,Meat Dish,B,"Panna cotta is made by simmering cream, milk and sugar, adding gelatin and allowing the dish to cool and set. The Italian name literally means ""cooked cream."
50,Recipes,Which of the following herbs is used in pesto?,Basil,Oregano,Parsley,Tarragon,A,"Pesto is an uncooked sauce that contains basil, garlic, olive oil, Parmigiano or Pecorino cheese and, occasionally, pine nuts. "
50,Recipes,Risotto Milanese is a rice dish that contains which spice?,Cumin,Nutmeg,Paprika,Saffron,D,
50,Recipes,Which of the following is the main ingredient of the Greek dish saganaki?,Cheese,Egg,Lamb,Spinach,A,"Kasseri is one of the traditional cheeses used to make saganaki, which consists of a slice of cheese fried in olive oil, sometimes flambéed with brandy or Ouzo, and sprinkled with lemon juice. "
50,Recipes,Scotch woodcock is made with which of the following?,Anchovies,Woodcock,Scotch,Scotch And Woodcock,A,"Scotch woodcock contains neither Scotch nor woodcock. Instead, it is toast topped with anchovy paste or fillets and scrambled eggs."
50,Recipes,What is spanakopita?,Fried Cheese,Lamb Kebab,Savory Pie,Sweet Flaky Dessert,C,"Spanakopita consists of spinach, onions, feta cheese, eggs and seasonings with a filo dough crust. "
50,Recipes,Which of the following is one of the traditional ingredients of succotash?,Green Beans,Green Peppers,Kidney Beans,Lima Beans,D,Succotash is a bean and corn dish from the southern USA. 
50,Recipes,Tabbouleh is made with which of the following?,Lamb,Oranges,Pistachios,Wheat,D,"This Middle Eastern dish is made from bulgur wheat, chopped tomatoes, onions, parsley, mint, lemon juice and olive oil. "
50,Recipes,What is tahini made from?,Chickpeas,Lemons,Ripe Olives,Sesame Seeds,D,Tahini is a thick paste of ground sesame seeds used as a flavoring in many Middle Eastern dishes. 
50,Recipes,"Tapenade is a thick paste made from lemon juice, olive oil, olives, anchovies and which of the following?",Capers,Garlic,Green Peppers,Onions,A,"Tapenade is served with crudités, used as a condiment and served with grilled fish and meat. The word is from the Provençal ""tapeno,"" which means ""caper."
50,Recipes,Waldorf salad does NOT contain which of the following?,Apples,Celery,Croutons,Walnuts,C,"A Waldorf salad contains diced apple, celery (or celeriac), walnuts and mayonnaise. It is named after the famous New York City Hotel, the Waldorf Astoria."
30,Sauce,True or false? Albert sauce is made with chutney.  ,TRUE,FALSE,,,B,"Albert sauce is a rich horseradish sauce of butter, flour and cream. It was dedicated to Prince Albert, the husband and consort of Queen Victoria."
30,Sauce,"True or false? The term ""au jus"" refers to a meat served with tomato sauce.",TRUE,FALSE,,,B,"Au jus refers to meat served with its natural, unthickened pan juices. "
30,Sauce,True or false? Beurre blanc is a sauce made with butter and flour.  ,TRUE,FALSE,,,B,"Beurre blanc is made by whisking butter into a reduction of white wine, white wine vinegar, shallots and, often, fresh herbs. "
30,Sauce,True or false? Chasseur sauce is served with meat dishes.  ,TRUE,FALSE,,,A,"Chasseur sauce is a highly seasoned brown sauce usually consisting of mushrooms, shallots and wine. "
30,Sauce,True or false? Coulis is a kind of sorbet.  ,TRUE,FALSE,,,B,Coulis is a thick sauce of puréed vegetables or fruit. It is sometimes uncooked and served chilled.
30,Sauce,True or false? Demi-glace is a low-fat ice cream.  ,TRUE,FALSE,,,B,Demi-glace is a rich brown stock in French cuisine that is used by itself or as a base for other sauces. 
30,Sauce,True or false? Espagnole sauce is a kind of white sauce.  ,TRUE,FALSE,,,B,Espagnole sauce is made with a brown stock. 
30,Sauce,True or false? Orgeat syrup is made from lemons.  ,TRUE,FALSE,,,B,Orgeat syrup is syrup made from sugar and almond milk and flavored with orange-flower water. 
30,Sauce,True or false? A roux is made with veal stock and cream.  ,TRUE,FALSE,,,B,A roux is a mixture of flour and butter or another fat and is cooked slowly over low heat. Rouxs are used to thicken soups and sauces.
30,Sauce,True or false? Velouté sauce is made with vegetable stock.   ,TRUE,FALSE,,,B,"Velouté is made with chicken, veal, or fish stock, and thickened with butter and flour. "
40,Sauce,What is aspic?,Meat Seasoning,Savory Jelly,Type Of Frosting,,B,Aspic is made from meat stock and gelatin. The latter allows it to set and be used in moulds with meats and vegetables.
40,Sauce,Chateaubriand is usually served with which classic sauce?,Béarnaise,Béchamel,Hollandaise,,A,"This is a classic French sauce made with a reduction of vinegar, wine, tarragon and shallots, and finished with egg yolks and butter. "
40,Sauce,What kind of stock is used to make Bercy sauce?,Chicken,Fish,Lamb,,B,White wine and shallots are also included. Bercy is a district in Paris that once had the largest wine market in Europe.
40,Sauce,"In cooking, beurre manié is primarily used to",Flavor,Sweeten,Thicken,,C,Beurre manié is a dough of soft butter and flour that is used to thicken soups and sauces. It is different from a roux in that it is not cooked before use.
40,Sauce,Which sauce contains orange juice and orange liqueur?,Bigarade,Cumberland,Velouté,,A,Bigarade is another word for a sour orange. A bigarade sauce is a brown sauce to which orange has been added.
40,Sauce,Bigarade sauce is usually served with,Duck,Rabbit,Veal,,A,"Bigarade is prepared with bitter orange zest, lemon juice, stock and sugar. "
